"module","rva","ghidra_name","size","kind","confidence","subsystem","new_name","notes"
"SIMUI.DLL","0x1005bbd5","FUN_1005bbd5","7641","fun","C2","S15","sc3_ui_populate_newgame_window","[SIMUI-B] 7641 B. string groups 0x41f2625 (SE UI) + 0x29541f4; control ids 0x255248xx; formats currency 50000/20000/10000 via economy svc FUN_10085179->+0x94->+0x3c; reads date/difficulty svc FUN_1008e9ab; caller FUN_1005e570"
"SIMUI.DLL","0x1005f242","FUN_1005f242","50","fun","C2","S15","sc3ui_factory_clsid_72e85997","[SIMUI-A, RECOVERED] this registration was invisible to the text export: Ghidra auto-analysis left the factory as a bare LAB_* (GZCOM factory stubs are only reached through the registration table, i.e. a DATA reference). Recovered with re/scripts/MakeFunctions.java + re-export. Factory for GZCLSID 0x72e85997: operator_new(0x28) -> ctor 0x1005f274"
"SIMUI.DLL","0x1005f274","FUN_1005f274","62","fun","C2","ui/color-desc","sc3ui_colordesc_ctor","standalone (NO base ctor); zero-inits [2..9]; FUN_1005f2dc writes RGB bytes +0x12/+0x13/+0x14 = 0x80,0x80,0x80, dword +0xc=2, word +0x10=8; vtables PTR_FUN_100aaae0 / [1] PTR_LAB_100aaad0; new 0x28"
"SIMUI.DLL","0x1005f621","FUN_1005f621","3418","fun","C2","S15","sc3_ui_build_terrain_edit_window","[SIMUI-B, NAME CORRECTED by parent via .IXF lookup] 3418 B. Worker proposed region_window; its group 0x29541f4 instances 0x2ca/0x2cd/0x254/0x2cb/0x2cc resolve to Terrain Edit / Accept this Terrain / Re-Generate Terrain / Pick Features: / Adjust Parameters: -- it is the TERRAIN EDIT window. 3 gauge widgets FUN_1006037b(0x72e867ad/ae/af) fed by bytes *(local_18+0x12/0x13/0x14); 10 grid widgets FUN_100603b8 labelled from group 0x225872fe (GUI); instantiates director class 0x82e968ee; caller FUN_1005f352"
"SIMUI.DLL","0x10060b74","FUN_10060b74","53","fun","C2","S15","sc3ui_factory_clsid_82e968ee","[SIMUI-A] factory for GZCLSID 0x82e968ee: operator_new(0x108) -> ctor 0x10060ba9"
"SIMUI.DLL","0x10060ba9","FUN_10060ba9","231","fun","C2","S15","sc3ui_ctor_clsid_82e968ee","[SIMUI-A] GZCLSID 0x82e968ee, factory 0x10060b74, operator_new(0x108). colour/graph widget: base FUN_1006c2f7 + +0xa4 vtable; 5 named colours (magenta/red/yellow/cyan/green) via FUN_1006d874; 4-entry loop. Instantiated by the terrain-edit window 0x1005f621"
"SIMUI.DLL","0x10061f53","FUN_10061f53","312","fun","C2","S15","sc3ui_ctor_clsid_57a","[SIMUI-A] GZCLSID 0x57a, factory 0x1006ace3, operator_new(0x118). geometry object: vtables @+0/+4; rect-like fields [6]=0x118, [7]=[8]=0x28, [9]=0x15c (348), [10]=0x140 (320), [0x1f]=0x5bee0; 3 std::strings; resolves a resource via FUN_10085065 vtable+0x80 into [4]"
"SIMUI.DLL","0x10063ff1","FUN_10063ff1","124","fun","C2","S15","sc3ui_ctor_clsid_584","[SIMUI-A] GZCLSID 0x584, factory 0x1006ad18, operator_new(0x138). VIEW class: base FUN_10082406; default name string '*No View Name*' @0x100bf004 stored at +0x46; vtables @+0/+4/+0x108; the factory returns the +0x108 interface. Strongest named-view candidate"
"SIMUI.DLL","0x100649da","FUN_100649da","53","fun","C2","S15","sc3ui_factory_clsid_12faf305","[SIMUI-A, RECOVERED] this registration was invisible to the text export: Ghidra auto-analysis left the factory as a bare LAB_* (GZCOM factory stubs are only reached through the registration table, i.e. a DATA reference). Recovered with re/scripts/MakeFunctions.java + re-export. Factory for GZCLSID 0x12faf305: operator_new(0xf4) -> ctor 0x10064a0f"
"SIMUI.DLL","0x10064a0f","FUN_10064a0f","135","fun","C2","ui/widget","sc3ui_object_ctor_plain_12faf305","FUN_1006c2f7 root ctor; zero-inits [0x2a..0x3c] (19 dwords); vtables PTR_LAB_100ab274 / [0x29] PTR_LAB_100ab264; no service calls; new 0xf4"
"SIMUI.DLL","0x10067397","FUN_10067397","124","fun","C2","S15","sc3ui_ctor_clsid_e3091435","[SIMUI-A] GZCLSID 0xe3091435, factory 0x1006adcf, operator_new(0x68). base FUN_1000c0c7; 4 vtables @+0/+0x18/+0x1c/+0x20; [9]=0xa2f7d03a, [0xc]=1000; factory returns the +0x18 interface"
"SIMUI.DLL","0x10067620","FUN_10067620","3534","fun","C2","S15","sc3_ui_build_catalog_picker_window","[SIMUI-B, NAME CORRECTED by parent via .IXF lookup] 3534 B __thiscall. Worker proposed graph_window from the 6 ids selected by *(this+0x24); resolving the group 0x62e69238 instances it actually fetches (0x44, 0x2a, 1, 0x7c, 0x75, 0x1d, 0x76) gives Select a Landmark Building / Rewards & Opportunities / Select a Power Plant / Select a Building / Select a Waste Management Building / Select A Water Building / Buildings Available: -- it is the BUILDING CATALOG PICKER and *(this+0x24) chooses the catalog mode. Group 0x62e69238 = the catalog string table (placeholder NO CATALOG STRING AVAILABLE). 8 regions via FUN_100696ab stored this+0x40..0x5c; layout globals DAT_100bf020..0bf038"
"SIMUI.DLL","0x100697c0","FUN_100697c0","37","fun","C2","S15","sc3ui_ctor_clsid_c2fa5860","[SIMUI-A] GZCLSID 0xc2fa5860, factory 0x1006ae77, operator_new(0x18). 2 vtables @+0/+4; 4 zeroed fields"
"SIMUI.DLL","0x1006a939","FUN_1006a939","43","fun","C2","infra","sc3ui_director_singleton","[SIMUI-A] one-shot guard bit0 of DAT_100bf9bc; constructs &DAT_100bf978 via FUN_1006a964; registers atexit LAB_1006af2f; returns &DAT_100bf978"
"SIMUI.DLL","0x1006a964","FUN_1006a964","777","fun","C2","infra","sc3ui_director_ctor","[SIMUI-A] 777 B; installs director vtables PTR_FUN_100ab64c(+0) / PTR_LAB_100ab620(+4); makes 40 FUN_10084c36(this, GZCLSID, factory, 0) calls -- the full SIMUI class registry (see re/analysis/SIMUI.md)"
"SIMUI.DLL","0x1006ac73","FUN_1006ac73","62","fun","C2","S15","sc3ui_factory_clsid_5a6","[SIMUI-A, RECOVERED] this registration was invisible to the text export: Ghidra auto-analysis left the factory as a bare LAB_* (GZCOM factory stubs are only reached through the registration table, i.e. a DATA reference). Recovered with re/scripts/MakeFunctions.java + re-export. Factory for GZCLSID 0x5a6: operator_new(0x14) -> ctor 0x1008665b"
"SIMUI.DLL","0x1006acb1","FUN_1006acb1","50","fun","C2","S15","sc3ui_factory_clsid_3370d1a5","[SIMUI-A] factory for GZCLSID 0x3370d1a5: operator_new(0x8) -> ctor 0x1000f7c2"
"SIMUI.DLL","0x1006ace3","FUN_1006ace3","53","fun","C2","S15","sc3ui_factory_clsid_57a","[SIMUI-A] factory for GZCLSID 0x57a: operator_new(0x118) -> ctor 0x10061f53"
"SIMUI.DLL","0x1006ad18","FUN_1006ad18","65","fun","C2","S15","sc3ui_factory_clsid_584","[SIMUI-A] factory for GZCLSID 0x584: operator_new(0x138) -> ctor 0x10063ff1"
"SIMUI.DLL","0x1006ad59","FUN_1006ad59","53","fun","C2","S15","sc3ui_factory_clsid_5a3","[SIMUI-A] factory for GZCLSID 0x5a3: operator_new(0xa0) -> ctor 0x10044021"
"SIMUI.DLL","0x1006ad8e","FUN_1006ad8e","65","fun","C2","S15","sc3ui_factory_clsid_5a9","[SIMUI-A] factory for GZCLSID 0x5a9: operator_new(0x110) -> ctor 0x10042866"
"SIMUI.DLL","0x1006adcf","FUN_1006adcf","59","fun","C2","S15","sc3ui_factory_clsid_e3091435","[SIMUI-A] factory for GZCLSID 0xe3091435: operator_new(0x68) -> ctor 0x10067397"
"SIMUI.DLL","0x1006ae0a","FUN_1006ae0a","50","fun","C2","S15","sc3ui_factory_clsid_c2f14704","[SIMUI-A] factory for GZCLSID 0xc2f14704: operator_new(0x18) -> ctor 0x10040c36"
"SIMUI.DLL","0x1006ae3c","FUN_1006ae3c","59","fun","C2","S15","sc3ui_factory_clsid_62fa5742","[SIMUI-A] factory for GZCLSID 0x62fa5742: operator_new(0x24) -> ctor 0x1001de1a"
"SIMUI.DLL","0x1006ae77","FUN_1006ae77","50","fun","C2","S15","sc3ui_factory_clsid_c2fa5860","[SIMUI-A] factory for GZCLSID 0xc2fa5860: operator_new(0x18) -> ctor 0x100697c0"
"SIMUI.DLL","0x1006aea9","FUN_1006aea9","50","fun","C2","S15","sc3ui_factory_clsid_4302b412","[SIMUI-A] factory for GZCLSID 0x4302b412: operator_new(0x5c) -> ctor 0x10051751"
"SIMUI.DLL","0x1006aedb","thunk_FUN_1006603a","5","fun","C2","S15","sc3ui_factory_clsid_756b5b54","[SIMUI-A, RECOVERED] this registration was invisible to the text export: Ghidra auto-analysis left the factory as a bare LAB_* (GZCOM factory stubs are only reached through the registration table, i.e. a DATA reference). Recovered with re/scripts/MakeFunctions.java + re-export. Registered for GZCLSID 0x756b5b54; the stub is a 5-byte thunk to 0x1006603a (no operator_new of its own)."
"SIMUI.DLL","0x1006c2f7","FUN_1006c2f7","245","fun","C2","S15","sc3ui_object_base_ctor","[SIMUI-A] 245 B, THE ROOT BASE of the SIMUI class hierarchy; vtable PTR_FUN_100abf30; circular list node @+0x34 (FUN_1000b727(0xc), self-referencing), std::string @+0x44, field [0x28]=0x903; calls FUN_10085091 + vtable+0x98 + callback vtable+0x1c. Occupies dwords 0..0x28 (0xa4 bytes). NOTE field [0x28]=0x903 matches the SC3U.exe widget base FUN_00440296 (re/analysis/S15_UI.md) -- same class lineage across the two binaries"
"SIMUI.DLL","0x10082406","FUN_10082406","392","fun","C2","S15","sc3ui_view_base_ctor","[SIMUI-A] 392 B; embeds FUN_1006c2f7 as a base at byte +4 (param_1+1); float [0x2b]=0x3f800000 (1.0); many 0xdeadbeef sentinels; resolves resources 0x13, 0x14, 1 via FUN_10085065 vtable+0x80. The 0xdeadbeef + resource-id-0x13/0x14/1 idiom also appears in SC3U.exe FUN_0044d7ce (S15_UI.md)"
"SIMUI.DLL","0x10084c36","FUN_10084c36","44","fun","C2","infra","sc3ui_register_class","[SIMUI-A] 44 B; packs {GZCLSID, factory, 0} and inserts into the registry map at this+0x14 via FUN_10084eb2"
"SIMUI.DLL","0x10084eb2","FUN_10084eb2","159","fun","C2","infra","sc3ui_map_insert","[SIMUI-A] red-black/BST insert keyed on the 64-bit {[4],[5]} pair (node fields +0x10/+0x14, children +0x8/+0xc); dedups then FUN_10084f51 allocates the node"
"SIMUI.DLL","0x10085065","FUN_10085065","44","fun","C2","S15","sc3ui_get_resource_provider","[SIMUI-A] lazy singleton DAT_100bfab8 (built by FUN_10013880); its vtable+0x80 resolves a resource/colour by id; used across the ctors"
"SIMUI.DLL","0x10085091","FUN_10085091","44","fun","C2","ui/service","sc3ui_get_windowmgr_singleton","lazy cache DAT_100bfabc: if 0 -> FUN_10012666 (GetService 0xa417445e/0x5a4 = window-mgr, same pair as SC3U) then release temp FUN_10012687; returns cached ptr"
"SIMUI.DLL","0x10085179","FUN_10085179","44","fun","C2","ui/service","sc3ui_get_service_441e5070_singleton","lazy cache DAT_100bfacc: if 0 -> FUN_10085353 (GetService CLSID 0x441e5070 / IID 0x54b7d5) then release FUN_10085374; returns cached ptr; role of 0x441e5070 not proven by any string"
"SIMUI.DLL","0x1008665b","FUN_1008665b","23","fun","C2","ui/widget","sc3ui_smallobj_ctor_5a6","trivial: zero [1..4]; set vtable [0]=PTR_LAB_100aeba0; no base ctor; new 0x14 (5 dwords)"
"SIMUI.DLL","0x10089c10","FUN_10089c10","3457","fun","C2","LIB-GFX","sc3_gfx_resample_image","[SIMUI-B] 3457 B __cdecl(img*, float sx, float sy, rect*); two-pass separable weighted resampler over a 16-bit pixel buffer; per-axis kernel ((2x-3)x^2+1); operator_new((int)*p*stride*0x10) accumulation buffers; pixel get/set via fn-ptrs DAT_100bfaec/DAT_100bfae8; source fields width +0x38, height +0x3c, base +0x1a8, pitch +0x1ac; caller FUN_1000d97d. Calls NO window/string/widget API -- graphics library code shipped inside SIMUI, not UI logic"
"SIMUI.DLL","0x100938c0","FUN_100938c0","3874","fun","C2","NET","sc3_net_dispatch_irc_message","[SIMUI-B] 3874 B __thiscall(this, char **tokens, int cmd); switch on param_2 (2,6,8,9,0xb,0xe,0xf,0x1e,0x1f,0x20); parses IRC channel-mode flags p P s S i I n N m M l L v V o O into bit fields at param_2+0x24..0x3c; builds PONG %s %s reply; time_t via FUN_10095c88; callers FUN_10093657, FUN_1009499e"
"SIMUTIL.DLL","0x100030e8","FUN_100030e8","204","fun","C2","S2","sc3_power_query_tile_connected","[U-012] per-tile test of the MASK bitmap (base+0x5c): bit at (width_dwords*y + x>>5)"
"SIMUTIL.DLL","0x10003275","FUN_10003275","284","fun","C2","S2","sc3_power_layer_ctor","[U-009 RESOLVED via VtableProbe] SC3PowerLayer ctor, GZCLSID 0x20afdf44, 0x2fc = 764 bytes. Installs vtable PTR_LAB_100205c0 whose slot 5 (+0x14) is sc3_power_load_layer_tunables 0x10004979 -- that binding is what identifies this class as Power rather than Water. Two circular lists at [8] and [0x22]"
"SIMUTIL.DLL","0x10003724","FUN_10003724","155","fun","C2","S2","sc3_power_finalize_sectors","[U-012] aggregates the 4 sector accumulators (base+0x8c..0xc8), updates the stats table and the report object at base+0x44"
"SIMUTIL.DLL","0x10003904","FUN_10003904","1609","fun","C2","S2","sc3_power_layer_init","[U-012] vtable slot 9 (this = base+0x10): reads width via source vtable+0xcc -> base+0x28, >>5 -> base+0x2c, -1 -> base+0x30; height via vtable+0xd0 -> base+0x34; operator_new(width*height) -> byte demand grid base+0x2dc; operator_new((w*h>>5)<<2) twice -> bitmaps base+0x58 (region) and base+0x5c (mask); dword count base+0x68; creates COM sub-objects; registers 4 message handlers; sets active flag base+0x24=1"
"SIMUTIL.DLL","0x10003f4d","FUN_10003f4d","286","fun","C2","S2","sc3_power_layer_read","[U-012] vtable slot 7: persistence read, symmetric to 0x100045ec, via IO vtable+0x48 (FUN_1001c5aa + FUN_1001c940)"
"SIMUTIL.DLL","0x1000406b","FUN_1000406b","159","fun","C2","S2","sc3_power_prepare_sectors","[U-012] pre-tick: pulls sector inputs via base+0x44 vtable+0x104 and seeds the 4 x 8-byte accumulators at base+0x8c"
"SIMUTIL.DLL","0x10004132","FUN_10004132","156","fun","C2","S2","sc3_power_commit_powered","[U-012] commits powered state to buildings marked [2]==1 and tallies them by category into the monthly stats table at base+0xcc (12 months x 10 categories x 4B, row stride 0x28)"
"SIMUTIL.DLL","0x10004579","FUN_10004579","23","fun","C2","S2","sc3_power_clear_region_rows","[U-012] zeroes a dword range of the region bitmap at base+0x58; called by FUN_10004e57 when the supply budget is exhausted"
"SIMUTIL.DLL","0x100045ec","FUN_100045ec","296","fun","C2","S2","sc3_power_layer_write","[U-012] vtable slot 10: persistence write -- builds an IO context (FUN_1001c7c6 + FUN_1001c940), streams the field block this+0x29c and the arrays this+((0x2f+i)*4) for i in [0,10) across rows to 0xa7, plus the 10-entry this+0x2a0, via IO vtable+0x98"
"SIMUTIL.DLL","0x100047e1","FUN_100047e1","408","fun","C2","S2","sc3_power_layer_shutdown","[U-012] vtable slot 30 (this = base): guarded by base+0x24; releases the COM sub-objects; FUN_1001d53d-frees the two bitmaps (base+0x58, base+0x5c) and the byte grid (base+0x2dc); clears the active flag"
"SIMUTIL.DLL","0x10004979","FUN_10004979","660","fun","C2","S2","sc3_power_load_layer_tunables","[SIMUTIL] THE POWER-LAYER-LEVEL loader: reads section PowerPlantCapacities (list via callback FUN_1000453a into this-0x10) and [MiscPowerLayerTunables] @0x1002835c keys SavingDueToPowerConservationOrdinance -> _DAT_100289ec and SavingDueToStairwellLightingOrdinance -> _DAT_100289e8 (each = (float)val * _DAT_10020790); then calls FUN_100078db. NO direct caller in the export -> invoked via a layer vtable slot; finding that slot identifies the power layer class [CONFIRMED @0x10004979]"
"SIMUTIL.DLL","0x10004c1f","FUN_10004c1f","568","fun","C2","S2","sc3_power_layer_tick","[U-012] per-tick driver (this = base+0x14): rolls the month ring (base+0x2ac mod 12), zeroes the supply/served accumulators, queries the PowerConservation (0x82b9999b) and StairwellLighting (0x82e42e30) ordinance flags into base+0x7c/0x7d, walks the consumer list calling FUN_10004e57 per source, computes unmet-demand percent base+0x78 = (0x70-0x74)*100/0x70, then FUN_10003724"
"SIMUTIL.DLL","0x10004e57","FUN_10004e57","865","fun","C2","S2","sc3_power_distribute_region","[U-012 CORE] seeds a tile bit in the region raster (FUN_1000b6c9 @0x10004e93), grows it inside the mask (FUN_1000bbfc @0x10004ec4, cap 0x258=600 @0x10004ee2), then walks the grown region dword-by-dword (0x10005015-0x100050fa, empty-dword fast path @0x1000502b) reading the per-tile demand byte at base+0x2dc + (width*y + x) @0x100050df, subtracting from the supply budget local_18; on exhaustion calls FUN_10004579 to clear the rest. Emits per-tile powered state via layer vtable+0x3c"
"SIMUTIL.DLL","0x10005ef3","FUN_10005ef3","482","fun","C2","S2","sc3_power_layer_onmessage","[U-012] vtable slot 4: switches on the 8-byte message GUID (param_1[0], param_1[1]); ~6 GUIDs, each resolving an interface and forwarding (installs base+0x2d8 via callee+0xc, or calls FUN_100060d5 / FUN_1001a527). Pure dispatch, no grid access"
"SIMUTIL.DLL","0x1000690c","FUN_1000690c","239","fun","C2","S2","sc3_power_plant_push_output","[U-012] does NOT write a layer field: attaches the plant's output (source vtable+0x10) and capacity (vtable+0x18) onto a per-building record via that record's setters +0xc/+0x14. The value re-enters the layer in FUN_10004e57's consumer loop (0x10004e9e-0x10004f0f), summed into the supply accumulator base+0x70 @0x10004f0f, then reduced by the ordinance fractions _DAT_100289ec / _DAT_100289e8"
"SIMUTIL.DLL","0x100069fb","FUN_100069fb","51","fun","C2","S2","sc3_powerplant_derate_capacity","[U-011] THE AGE-DERATE FORMULA: out = cap - (age - declineAge) * cap / (maxLife - declineAge); age >= maxLife -> 0. Reads MaxLifeSpan (+0x1c), DeclineAge (+0x20), age via slot 7. Vtable slot 30 (+0x78)"
"SIMUTIL.DLL","0x10006abe","FUN_10006abe","132","fun","C2","S2","sc3_powerplant_ctor_core","[U-011] deeper plant base ctor: installs vtable PTR_FUN_1002098c at +0x0; zero-inits +0x4/+0x8/+0xc/+0x10; builds the construction-date sub-object at +0x14 via FUN_10015f99; writes +0x1c=2, +0x20=1, +0x24=0; sets build date via FUN_1001609d(this+0x14, m, d, year=0x76c=1900)"
"SIMUTIL.DLL","0x10006b6b","FUN_10006b6b","4","fun","C2","S2","sc3_powerplant_get_field4","[U-011] getter: return *(this+0x4). Vtable slot 17 (+0x44)"
"SIMUTIL.DLL","0x10006ba6","FUN_10006ba6","129","fun","C2","S2","sc3_powerplant_set_lifespan","[U-011] writes MaxLifeSpan -> this+0x1c (28) and DeclineAge -> this+0x20 (32); lerps on variation; clamps +0x1c > +0x20. Vtable slot 31 (+0x7c). CONTRADICTS the iOS goPowerPlant map (+0x48/+0x4c) -- see re/analysis/SIMUTIL_SIMTRANSIT.md field map"
"SIMUTIL.DLL","0x10006c27","FUN_10006c27","48","fun","C2","S2","sc3_powerplant_check_breakdown","[U-011] breakdown roll: rand(&DAT_10028ac0, MinOverworkMonths, MaxOverworkMonths) < *(ushort)(this+0x10) -> slot27(). Tunables DAT_100283cc / DAT_100283d0. Vtable slot 26 (+0x68)"
"SIMUTIL.DLL","0x10006c57","FUN_10006c57","16","fun","C2","S2","sc3_powerplant_recompute_output","[U-011] this+0x8 = slot30(this+0xc): writes the derated OUTPUT (+0x8) from BASE CAPACITY (+0xc). Vtable slot 29 (+0x74)"
"SIMUTIL.DLL","0x10006c67","FUN_10006c67","305","fun","C2","S2","sc3_powerplant_signal_breakdown","[U-011] breakdown effect: pushes a tile value via DAT_10028ad8 and posts message 0x434346e6 through FUN_10016dad. Vtable slot 27 (+0x6c)"
"SIMUTIL.DLL","0x10006d98","FUN_10006d98","84","fun","C2","S2","sc3_powerplant_check_ready","[U-011] returns 1 when the QI(0xe0faadc7) object's +0x4c == 1 AND slot6(+0x18) <= age(slot7). Vtable slot 8 (+0x20)"
"SIMUTIL.DLL","0x100077a6","FUN_100077a6","142","fun","C2","S2","sc3_powerplant_load_attributes","[U-011] reads EXEMPLAR keys into the object: 0x2351faf8 -> +0x10, 0x2351faf9 -> +0x1c (MaxLifeSpan), 0x2351fafa -> +0x20 (DeclineAge), 0x2351fafb -> +0x24"
"SIMUTIL.DLL","0x1000785c","FUN_1000785c","101","fun","C2","S2","sc3_powerplant_save_attributes","[U-011] mirror writer: emits +0x10/+0x1c/+0x20/+0x24 under the same four exemplar keys 0x2351faf8..fb"
"SIMUTIL.DLL","0x100078db","FUN_100078db","544","fun","C2","S2","sc3_power_load_overwork_tunables","[SIMUTIL] SC3PowerLayer.INI [MiscPowerPlantTunables] Min/MaxOverworkMonths -> DAT_100283cc / DAT_100283d0"
"SIMUTIL.DLL","0x10007afb","FUN_10007afb","53","fun","C2","S2","sc3_powerplant_tick","[U-011] per-tick entry: slot10 gate -> slot26 breakdown check (early-out) -> if MaxLifeSpan(this+0x1c) < age(slot7) then slot28 else slot29. Vtable slot 18 (+0x48)"
"SIMUTIL.DLL","0x100081a0","FUN_100081a0","146","fun","C2","S2","sc3_powerplant_coal_ctor","[SIMUTIL] GZCLSID 0x814a0fbd, new(0x54); lazy-load flag DAT_10028ae4, tunable loader FUN_10008356; calls FUN_10006ba6(this, 0x100283d4, 0x100283d8, 0x100283dc); per-type vtable PTR_FUN_10020c48"
"SIMUTIL.DLL","0x10008232","FUN_10008232","99","fun","C2","S2","sc3_powerplant_ctor_installvtables","[U-011] calls FUN_10006abe, ctors the sub-object at +0x28 via FUN_1001871b, installs vtables +0x0=PTR_FUN_10020ea8, +0x28=PTR_LAB_10020cc8, +0x2c=PTR_LAB_10020e78, +0x30=PTR_LAB_10020d30. All 9 plant ctors call it first"
"SIMUTIL.DLL","0x10008356","FUN_10008356","777","fun","C2","S2","sc3_power_load_coal_tunables","[SIMUTIL] reads '\Sys\SC3PowerLayer.INI' @0x100283b4 section [CoalPowerPlant]: MaxLifeSpan / DeclineAge / PercentageVariationInLongevity"
"SIMUTIL.DLL","0x1000865f","FUN_1000865f","146","fun","C2","S2","sc3_powerplant_fusion_ctor","[SIMUTIL] GZCLSID 0x214a10ae, new(0x54); flag DAT_10028ae5, loader FUN_100086fa; globals 0x100283e0/e4/e8"
"SIMUTIL.DLL","0x100086fa","FUN_100086fa","777","fun","C2","S2","sc3_power_load_fusion_tunables","[SIMUTIL] SC3PowerLayer.INI [FusionPowerPlant] -> 0x100283e0/e4/e8"
"SIMUTIL.DLL","0x10008a03","FUN_10008a03","146","fun","C2","S2","sc3_powerplant_gas_ctor","[SIMUTIL] GZCLSID 0xe14a102c, new(0x54); flag DAT_10028ae6, loader FUN_10008a99; globals 0x100283ec/f0/f4"
"SIMUTIL.DLL","0x10008a99","FUN_10008a99","777","fun","C2","S2","sc3_power_load_gas_tunables","[SIMUTIL] SC3PowerLayer.INI [GasPowerPlant] -> 0x100283ec/f0/f4"
"SIMUTIL.DLL","0x10008da2","FUN_10008da2","146","fun","C2","S2","sc3_powerplant_microwave_ctor","[SIMUTIL] GZCLSID 0x414a1097, new(0x54); flag DAT_10028ae7, loader FUN_10008ef6; globals 0x100283f8/fc/00"
"SIMUTIL.DLL","0x10008ef6","FUN_10008ef6","777","fun","C2","S2","sc3_power_load_microwave_tunables","[SIMUTIL] SC3PowerLayer.INI [MicroWavePowerPlant] -> 0x100283f8/fc/00"
"SIMUTIL.DLL","0x100091ff","FUN_100091ff","146","fun","C2","S2","sc3_powerplant_nuclear_ctor","[SIMUTIL] GZCLSID 0xc14a1040, new(0x54); flag DAT_10028ae8, loader FUN_100094a1; globals 0x10028404/08/0c"
"SIMUTIL.DLL","0x100094a1","FUN_100094a1","777","fun","C2","S2","sc3_power_load_nuclear_tunables","[SIMUTIL] SC3PowerLayer.INI [NuclearPowerPlant] -> 0x10028404/08/0c"
"SIMUTIL.DLL","0x100097aa","FUN_100097aa","146","fun","C2","S2","sc3_powerplant_oil_ctor","[SIMUTIL] GZCLSID 0x614a1014, new(0x54); flag DAT_10028ae9, loader FUN_10009840; lifespan globals 0x10028410/14/18"
"SIMUTIL.DLL","0x10009840","FUN_10009840","777","fun","C2","S2","sc3_power_load_oil_tunables","[SIMUTIL] SC3PowerLayer.INI [OilPowerPlant] -> 0x10028410/14/18"
"SIMUTIL.DLL","0x10009b49","FUN_10009b49","146","fun","C2","S2","sc3_powerplant_solar_ctor","[SIMUTIL] GZCLSID 0xa14a106e, new(0x54); flag DAT_10028aea, loader FUN_10009c00; globals 0x1002841c/20/24"
"SIMUTIL.DLL","0x10009c00","FUN_10009c00","777","fun","C2","S2","sc3_power_load_solar_tunables","[SIMUTIL] SC3PowerLayer.INI [SolarPowerPlant] -> 0x1002841c/20/24"
"SIMUTIL.DLL","0x10009f0e","FUN_10009f0e","171","fun","C2","S2","sc3_powerplant_wastetoenergy_ctor","[SIMUTIL] GZCLSID 0x2302193a, new(0x64) -- larger than the other 8; flag DAT_10028aeb, loader FUN_1000aa1e which also reads OptimalGarbageCap"
"SIMUTIL.DLL","0x1000aa1e","FUN_1000aa1e","908","fun","C2","S2","sc3_power_load_wastetoenergy_tunables","[SIMUTIL] SC3PowerLayer.INI [WasteToEnergyPowerPlant]: OptimalGarbageCap plus the usual 3 -> 0x10028428/2c/30/34"
"SIMUTIL.DLL","0x1000aef0","FUN_1000aef0","146","fun","C2","S2","sc3_powerplant_wind_ctor","[SIMUTIL] GZCLSID 0x614a1057, new(0x54); flag DAT_10028aec, loader FUN_1000b14f; globals 0x10028438/3c/40"
"SIMUTIL.DLL","0x1000b14f","FUN_1000b14f","777","fun","C2","S2","sc3_power_load_wind_tunables","[SIMUTIL] SC3PowerLayer.INI [WindPowerPlant] -> 0x10028438/3c/40"
"SIMUTIL.DLL","0x1000b6c9","FUN_1000b6c9","54","fun","C2","LIB-RASTER","sc3_bitraster_set_tile_bit","[U-012] seeds a single (x,y) bit: idx = (width*y)/32 + x/32, bit = 1 << (x & 0x1f)"
"SIMUTIL.DLL","0x1000bbfc","FUN_1000bbfc","230","fun","C2","LIB-RASTER","sc3_bitraster_grow_capped","[U-012] generic region-grow driver: loops the horizontal+vertical dilation passes up to param_4 times (600 when called from the power layer) or until neither pass adds a bit. Shared infrastructure -- 8 other SIMUTIL functions reuse this kernel (FUN_1000e0b5, FUN_1000e366, FUN_1000e573, FUN_1000e675, FUN_1000e8c4, FUN_1000dff3, ...)"
"SIMUTIL.DLL","0x1000bce2","FUN_1000bce2","358","fun","C2","LIB-RASTER","sc3_bitraster_grow_horizontal","[U-012] per-row dword dilation with cross-dword carry: ((next<<0x1e | self)<<1 | self>>1 | self) & mask ^ self @0x1000bd22 -- spreads each set bit to its +-1 x-neighbour, restricted to the mask; XOR-self isolates the new frontier"
"SIMUTIL.DLL","0x1000be48","FUN_1000be48","383","fun","C2","LIB-RASTER","sc3_bitraster_grow_vertical","[U-012] per-column dilation stepping one full row (stride = width/0x20 dwords): (self | rowAbove | rowBelow) & mask ^ self @0x1000be9d / 0x1000bef4"
"SIMUTIL.DLL","0x1000c074","FUN_1000c074","327","fun","C2","S2","sc3_simutil_director_ctor","[SIMUTIL] sets director vtables PTR_FUN_10022854 / PTR_LAB_10022828 and registers 15 GZCOM classes via FUN_10017442(director, GZCLSID, factory, 0): the 9 power-plant classes, 4 water-facility classes, and 2 large standalone layer classes (0x82bf0042, 0x20afdf44) [CONFIRMED @0x1000c074]"
"SIMUTIL.DLL","0x1000c1c6","FUN_1000c1c6","53","fun","C2","S2","sc3_water_layer_factory_create","[U-009] factory for GZCLSID 0x82bf0042 = SC3WaterLayer: operator_new(0xe8) -> ctor FUN_1000c645"
